event_date,country,latitude,longitude,airport_code,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,weather_condition,aircraft_damage
4/25/2016,United States,26.238055,-80.091666,PMP,Airplane,N6709Y,BEECH,76,FALSE,2,Reciprocating,Instructional,VMC,Destroyed
4/1/2016,United States,32.968611,-96.836389,ADS,Airplane,N992BC,GILL CRAIG,LANCAIR IV P PROPJET,TRUE,1,Turbo Prop,Personal,VMC,Substantial
9/11/2016,United States,38.8475,-94.7375,OJC,Airplane,N90391,CESSNA,182,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/10/2016,United States,37.458611,-86.849722,JQD,Powered Parachute,N3519T,BUCKEYE,DREAM MACHINE,TRUE,1,Reciprocating,Personal,VMC,Minor
7/8/2016,United States,29.817223,-95.665833,IWS,Airplane,N32KK,PIPER,PA 32R-300,FALSE,1,Reciprocating,Personal,VMC,Destroyed
7/6/2016,United States,43.485277,-71.166111,NH68,Airplane,N767MH,CESSNA,180,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/7/2016,United States,35.312222,-91.878889,35AR,Airplane,N9046T,CESSNA,182,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/25/2016,United States,38.111111,-96.113889,SN91,Airplane,N8872H,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
4/25/2016,United States,26.238055,-80.091666,PMP,Airplane,N6709Y,BEECH,76,FALSE,2,Reciprocating,Instructional,VMC,Destroyed
4/24/2016,United States,31.642777,-100.968611,64F,Airplane,N8052S,CESSNA,150,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/30/2016,United States,42.323334,-88.926667,C77,Airplane,N4242H,CESSNA,140,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/30/2016,United States,31.085833,-97.686389,ILE,Airplane,N192CS,PIPER,PA 31P,FALSE,2,Reciprocating,Business,VMC,Substantial
3/26/2016,United States,33.132223,-97.014167,30F,Airplane,N717SP,PPHU EKOLOT,KR-030 TOPAZ,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/26/2016,United States,43.234722,-77.124723,SDC,Helicopter,N5698Y,ENSTROM,F280,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/29/2016,United States,32.493333,-80.991944,3J1,Airplane,N744H,WACO,CTO,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/26/2016,United States,46.926111,-98.683056,JMS,Helicopter,N721RP,HUGHES,369,FALSE,1,Turbo Shaft,Ferry,VMC,Substantial
4/8/2016,United States,32.452778,-96.913333,JWY,Airplane,N5046N,BELLANCA,7GCBC,FALSE,1,Reciprocating,Instructional,VMC,Substantial
4/12/2016,United States,33.269167,-111.811111,CHD,Airplane,N501W,MONOCOUPE,110,FALSE,1,Reciprocating,Flight Test,VMC,Substantial
4/3/2016,United States,33.453333,-80.859722,OGB,Airplane,N2124E,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/13/2016,United States,29.104167,-81.314722,1J6,Glider,N5AQ,ATKINSON,EAGLET,TRUE,2,"REC, ELEC",Personal,VMC,Substantial
4/6/2016,United States,34.256944,-111.339166,PAN,Airplane,N5275S,CESSNA,172,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/6/2016,United States,35.483334,-81.161111,IPJ,Airplane,N5488Z,PIPER,PA 22-108,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/10/2016,United States,34.571389,-112.419167,PRC,Airplane,N44AZ,Thomas D. Parkes,Lancair ES,TRUE,1,Reciprocating,Personal,VMC,Substantial
2/13/2016,United States,39.195277,-119.740277,CXP,Helicopter,N1181W,BELL,47G 3B 1,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/1/2016,United States,61.571667,-149.54,IYS,Airplane,N12BE,MAULE,M5,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/18/2016,United States,32.718889,-98.891666,BKD,Airplane,N73GT,AVIAT AIRCRAFT INC,A-1C,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/18/2016,United States,27.071667,-82.440277,VNC,Airplane,N761EP,CESSNA,210,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/19/2016,United States,37.646944,-75.762222,MFV,Airplane,N3046H,PIPER,PA32RT,FALSE,1,Reciprocating,Personal,VMC,Destroyed
1/18/2016,United States,32.564722,-82.985,DBN,Airplane,N68X,PIPER,PA 30,FALSE,2,Reciprocating,Instructional,VMC,Substantial
6/14/2015,United States,41.520834,-76.462222,PA71,Airplane,N97505,STINSON,108,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/17/2015,United States,31.233334,84.75,CCO,Airplane,N353DC,DIAMOND AIRCRAFT IND INC,DA 20 C1,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/15/2015,United States,43.074167,-75.932223,NY72,Airplane,N693MP,PENELL MARK A,RANS S-10 KIT,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/14/2015,United States,33.558889,-86.249166,PLR,Airplane,N1272W,WEATHERLY,201B,FALSE,0,Reciprocating,Aerial Application,VMC,Substantial
6/18/2015,United States,43,-71,None,Airplane,N2569P,PIPER,PA-22,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/12/2015,United States,29.353056,-99.1725,KHDO,Unknown,N638J,JABIRU USA SPORT AIRCRAFT LLC,J250 SP,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/21/2015,United States,34.832778,-111.800278,SEZ,Airplane,N747MC,MCCURRY CHARLES P,F 1 ROCKET,TRUE,1,Reciprocating,Personal,VMC,Substantial
3/18/2015,United States,36.171667,-79.805,W88,Airplane,N43MT,AMERICAN CHAMPION AIRCRAFT,7GCAA,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/20/2015,United States,28.662778,-81.8825,06FD,Airplane,N8254S,CESSNA,150,FALSE,1,Reciprocating,Personal,IMC,Substantial
4/18/2015,United States,47.102222,-122.285555,PLU,Airplane,N84MD,BEECH,F33A,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/19/2015,United States,59.980278,-154.839444,5NN,Airplane,N2894Z,PIPER,PA 18A 150,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/22/2015,United States,34.382223,-82.945555,0GA2,Airplane,N5616H,PIPER,PA 16,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/18/2015,United States,41.574167,-75.255833,N30,Airplane,N38MM,BEECH,C 50,FALSE,2,Reciprocating,Personal,VMC,Substantial
3/1/2015,United States,38.959722,-94.371389,LXT,Airplane,N3575X,PIPER,PA 28-181,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/7/2015,United States,32.639722,-110.652778,E77,Unknown,N132ES,SCHUPP EDWARD W,SKY RANGER II,TRUE,1,Reciprocating,Instructional,VMC,Substantial
3/7/2015,United States,38.732778,-89.806667,3K6,Airplane,N87EV,ERCOUPE,415 C,FALSE,1,Reciprocating,Ferry,VMC,Substantial
3/4/2015,United States,36.909722,-76.195555,ORF,Airplane,N66BB,MOONEY,M20F,FALSE,1,Reciprocating,Personal,IMC,Substantial
3/6/2015,United States,38.194166,-121.695833,O88,Airplane,N32063,WACO,UPF 7,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/1/2015,United States,44.253889,-121.15,KRDM,Airplane,N9133G,PIPER,PA 46-310P,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/17/2015,United States,35.116667,-114.639166,IFP,Airplane,N4775W,ROCKWELL INTERNATIONAL,114,FALSE,1,Reciprocating,Personal,VMC,Destroyed
5/23/2015,United States,33.9475,-81.162222,CAE,Airplane,N42BR,BR LEGEND LLC,TURBINE LEGEND,TRUE,1,Turbo Prop,Personal,VMC,Destroyed
5/24/2015,United States,33.970556,-112.795,E25,Airplane,N442PA,PIPER,PA 28-181,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/8/2016,United States,46.920556,-96.815833,FAR,Airplane,N779CC,CESSNA,441,FALSE,2,Turbo Prop,Positioning,IMC,Substantial
8/9/2013,United States,41.989722,-88.103056,06C,Airplane,N721EZ,GLOS WALLIS RICHARD JR,LONG-EZ,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/8/2013,United States,48.470278,-122.421667,BVS,Airplane,N67045,COMMONWEALTH,185,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/7/2013,United States,43.834444,-84.740277,48D,Airplane,N2195T,PIPER,PA-28-180,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/3/2013,United States,44.1975,-89.217778,W23,Airplane,N70786,SNYDER TODD W,TITAN TORNADO 1,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/30/2013,United States,45.8075,-108.542777,BIL,Airplane,N5367Y,PIPER,PA-44-180,FALSE,2,Reciprocating,Instructional,VMC,Substantial
7/27/2013,United States,47.838889,-122.858889,KOS9,Airplane,N37JR,PIPER,PA-18-135,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/27/2013,United States,41.739722,-72.173889,IJD,Airplane,N9388B,CESSNA,175,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/27/2013,United States,65.388055,-147.669445,NA,Airplane,N1467C,PIPER,PA-18-135,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/26/2013,United States,48.0875,-113.250833,8U2,Airplane,N9286C,CESSNA,180J,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/25/2013,United States,35.190555,101.823334,TDW,Airplane,N8306Y,PIPER,PA-30,FALSE,2,Reciprocating,Personal,VMC,Substantial
7/23/2013,United States,40.509722,-106.859722,KSBS,Airplane,N5467C,CESSNA,182S,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/22/2013,United States,35.603333,-88.3675,NONE,Airplane,N2590B,DURFEE FRED,QUICKSILVER MXL,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/20/2013,United States,42.181389,-89.676945,2IL0,Airplane,N502MH,Air Tractor Inc.,AT-502,FALSE,1,Turbo Prop,Aerial Application,VMC,Substantial
7/19/2013,United States,41.871111,-89.018334,C73,Airplane,N155HF,AIR TRACTOR INC,AT-400,FALSE,1,Turbo Prop,Aerial Application,VMC,Substantial
7/17/2013,United States,35.054444,89.682223,01TN,Airplane,N618V,JOHNSON GARRET W,MERLIN GT,TRUE,1,Reciprocating,Personal,VMC,Destroyed
7/14/2013,United States,44.2975,-115.639722,ID86,Airplane,N185BW,CESSNA,A185F,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/14/2013,United States,45.7775,-111.151944,BZM,Airplane,N5176N,BOEING,E75,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/14/2013,United States,44.731111,-94.714722,1D6,Airplane,N855F,UNIVERSAL STINSON,108-1,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/13/2013,United States,42.538889,122.903889,OR96,Airplane,N399Q,QUARNOCCIO,AVID FLYER,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/10/2013,United States,36.458056,-105.657778,SKX,Airplane,N424CT,FLIGHT DESIGN GMBH,CTSW,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/8/2013,United States,44.627778,-93.228056,KLVN,Airplane,N2693N,CESSNA,120,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/5/2013,United States,47.869445,-121.990555,W16,Airplane,N686SP,CESSNA,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/5/2013,United States,40.969445,-74.991666,1N7,Airplane,N1441T,PIPER,PA-28-140,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/3/2013,United States,43.6975,-116.644444,ID00,Airplane,N7643J,WSK PZL MIELEC,M-18B,FALSE,1,Turbo Prop,Aerial Application,VMC,Substantial
6/30/2013,United States,33.354167,-117.250833,L18,Airplane,N2600D,CESSNA,170B,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/29/2013,United States,35.599722,-88.915556,MKL,Airplane,N3633S,SCHWEIZER AIRCRAFT CORP,G-164B,FALSE,1,Turbo Prop,Aerial Application,VMC,Substantial
6/25/2013,United States,35.472778,-98.005833,RQO,Airplane,N205MC,MOONEY,M20J,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/25/2013,United States,42.114444,-87.901389,KPWK,Airplane,N92JR,BEECH,200,FALSE,2,Turbo Prop,Positioning,VMC,Substantial
6/23/2013,United States,32.809444,-117.137222,MYF,Airplane,N694RR,CESSNA,172S,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/22/2013,United States,39.934166,-74.807222,N14,Helicopter,N2091E,SIKORSKY,269C,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/22/2013,United States,39.907222,-84.217223,KDAY,Airplane,N450JW,BOEING-STEARMAN,IB75A,FALSE,1,Reciprocating,Air Race/Show,VMC,Destroyed
6/20/2013,United States,47.514722,-120.484722,8S2,Airplane,N6845Z,PIPER,PA-18-150,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/18/2013,United States,39.103333,-84.418611,KLUK,Airplane,N112EM,ISRAEL AIRCRAFT INDUSTRIES,1124,FALSE,2,Turbo Fan,Instructional,VMC,Substantial
6/13/2013,United States,47.947222,-97.173889,KGFK,Airplane,N552ND,CESSNA,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/8/2013,United States,42.217778,-92.022223,VTI,Airplane,N717JR,STIEGELMEYER JOHN R,VANS RV-7A,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/6/2013,United States,44.769167,-106.980278,SHR,Airplane,N540TH,Garland,Avipro Bearhawk,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/6/2013,United States,42.665556,-83.420278,PTK,Airplane,N549TT,CESSNA,172P,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/4/2013,United States,40.007222,-86.440277,6I4,Airplane,N677JD,STINSON,108,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/30/2013,United States,35.2225,-82.726667,NC16,Airplane,N6525M,CESSNA,182P,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/23/2013,United States,36.324445,-120.014722,TRK,Airplane,N5909L,AMERICAN,AA-1,FALSE,1,Reciprocating,Ferry,VMC,Substantial
5/23/2013,United States,39.483056,-120.261667,NA,Airplane,N8879V,CESSNA,172M,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/23/2013,United States,30.070278,-94.215,BMT,Airplane,N121CM,STINSON,108-3,FALSE,1,Reciprocating,Business,VMC,Substantial
5/19/2013,United States,32.142222,-111.174723,RYN,Airplane,N3802K,GLOBE,GC-1B,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/18/2013,United States,38.955833,-121.070556,AUN,Airplane,N2865C,CESSNA,170B,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/17/2013,United States,40.824723,-72.750833,49N,Airplane,N8775X,CESSNA,182D,FALSE,1,Reciprocating,Skydiving,VMC,Substantial
5/17/2013,United States,45.556944,-93.263611,KCBG,Airplane,N8931K,STINSON,108-1,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/14/2013,United States,35.361389,-78.529167,HNZ,Airplane,N4844H,CESSNA,152,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/9/2013,United States,31.071389,-81.423334,09J,Helicopter,N927SP,BELL,OH-58C,FALSE,1,Turbo Shaft,Instructional,VMC,Substantial
5/7/2013,United States,36.341944,-98.221667,LYO,Airplane,N731JF,CESSNA,A188B,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
5/6/2013,United States,46.380834,-94.806667,KSAZ,Airplane,N161KT,Cirrus Design Corporation,SR20,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/5/2013,United States,37.496944,-94.311667,LLU,Airplane,N82509,PIPER,PA-25-235,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
5/5/2013,United States,58.355,-134.576389,PAJN,Airplane,N378X,MAULE,M-5-210C,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/11/2015,United States,45,-91.383611,3WI9,Airplane,N30796,QUAD CITY,CHALLENGER - II,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/8/2015,United States,43.833334,-101.497222,5V8,Airplane,N11698,BELLANCA,7GCBC,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
5/20/2015,United States,33.183611,-84.378611,GA2,Airplane,N55528,BOEING,PT 17,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/29/2015,United States,33.8375,-96.816111,3T0,Airplane,N80462,BEECH,35,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/26/2015,United States,33.5525,-102.3725,KLLN,Airplane,N136DB,AIR TRACTOR INC,AT 400,FALSE,1,Turbo Prop,Flight Test,VMC,Substantial
3/27/2015,United States,33.412778,-102.153611,None,Airplane,N20062,AIR TRACTOR INC,AT 602,FALSE,1,Turbo Prop,Aerial Application,VMC,Substantial
3/30/2015,United States,61.395277,149.840833,Z40,Airplane,N4582C,CESSNA,170B,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/29/2015,United States,45.333334,-123.166667,PVT,Airplane,N36NC,SCHNEIDER RICHARD J,ALASKAN BUSHMASTER,TRUE,1,Reciprocating,Personal,VMC,Substantial
1/25/2015,United States,30.6175,-81.474167,FHB,Airplane,N10616,CESSNA,150L,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/22/2015,United States,36.039444,-95.986111,RVS,Airplane,N6300Q,CESSNA,152,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/25/2015,United States,36.19,-119.373889,HJO,Airplane,N559KC,FLIGHT DESIGN GMBH,CTLS,FALSE,1,Reciprocating,Business,VMC,Substantial
1/21/2015,United States,61.184444,-149.963611,LHD,Airplane,N2580D,CESSNA,170B,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/31/2015,United States,28.683611,-82.1575,9FL1,Weight-Shift,N40EV,EVOLUTION AIRCRAFT INC,REVO,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/5/2015,United States,32.347222,-102.536666,E11,Airplane,N29AC,BEECH,A36,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/4/2015,United States,33.543333,-101.835555,LBB,Airplane,N301D,PIPER,PA46 500TP,FALSE,1,Turbo Prop,Personal,IMC,Destroyed
2/21/2015,United States,41.071389,-87.846111,KIKK,Airplane,N54974,CESSNA,172P,FALSE,1,Reciprocating,Instructional,VMC,Substantial
2/2/2015,United States,30.781389,-83.276111,VLD,Airplane,N42993,PIPER,PA-32-301,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/11/2015,United States,45,-91.383611,3WI9,Airplane,N30796,QUAD CITY,CHALLENGER - II,TRUE,1,Reciprocating,Personal,VMC,Substantial
4/1/2015,United States,27.497222,-80.338889,FPR,Airplane,N224BD,BEDECORP LLC,BD-22,FALSE,1,Reciprocating,Flight Test,VMC,Destroyed
4/4/2015,United States,33.593889,-112.421111,GEU,Airplane,N593J,JABIRU,JABIRU - SP,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/1/2015,United States,61.596666,-149.088055,PAQ,Airplane,N3885Q,CESSNA,A185F,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/16/2015,United States,40.013889,-122.340277,49CN,Airplane,N414US,EARL ALLEN,MIGLET,TRUE,1,Reciprocating,Personal,VMC,Substantial
5/12/2015,United States,35.724445,-108.199444,0.00E+00,Airplane,N811VM,PILATUS,PC12 - 45,FALSE,1,Turbo Prop,Positioning,VMC,Substantial
5/14/2015,United States,61.187222,-149.965833,LHD,Airplane,N2998P,PIPER,PA 18-150,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/12/2015,United States,37.131945,-76.493055,PHF,Airplane,N80PG,GATES LEAR JET,35,FALSE,1,Turbo Fan,Public Aircraft - Federal,VMC,Substantial
4/23/2015,United States,64.511389,-165.390277,94Z,Airplane,N4554F,CESSNA,185,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/4/2015,United States,40.113056,85.2425,MIE,Airplane,N349EA,RAYTHEON AIRCRAFT COMPANY,A36,FALSE,1,Reciprocating,Personal,IMC,Substantial
1/4/2015,United States,38.578334,-122.435555,2O3,Airplane,N907Q,BEECH,35 A33,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/5/2015,United States,46.353611,-87.396389,SAW,Airplane,N6591H,CESSNA,172M,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/9/2015,United States,40.924445,-88.623889,PNT,Airplane,N2871S,CESSNA,150G,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/12/2005,United States,47.432223,-122.667778,4WA9,Airplane,N1622T,Navion,Navion G,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/10/2005,United States,38.285833,-76.411667,NHK,Airplane,N7880N,Cessna,R172E,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/6/2005,United States,35.233333,-87.25,2M2,Gyrocraft,N42923,Therrien Roger,VORTEX,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/4/2005,United States,38.141944,-111.174445,RYN,Airplane,N2020U,Maule,M-4-220C,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/26/2016,United States,37.461111,-122.115,PAO,Airplane,N387CS,CESSNA,182,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/17/2016,United States,25.653889,-80.432778,TMB,Airplane,N46953,CESSNA,152,FALSE,1,Reciprocating,Instructional,VMC,Substantial
4/29/2013,United States,38.9875,-122.900556,1O2,Airplane,N20800,CESSNA,172M,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/28/2013,United States,35.970278,-115.133889,HND,Airplane,N3483E,CESSNA,172N,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/28/2013,United States,44.425278,-70.81,0B1,Airplane,N180VW,CESSNA,180,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/27/2013,United States,41.508333,-84.563611,---,Airplane,N58LD,DEAN LESLIE N,HIGHLANDER,TRUE,1,Reciprocating,Personal,VMC,Substantial
4/25/2013,United States,35.958056,-83.870834,DKX,Airplane,N2713T,BEECH,35-C33A,FALSE,1,Reciprocating,Flight Test,VMC,Substantial
4/24/2013,United States,33.154167,-83.154167,MLJ,Airplane,N228DF,CIRRUS DESIGN CORP,SR22T,FALSE,1,Reciprocating,Instructional,VMC,Substantial
4/23/2013,United States,35.855278,-112.075556,GCN,Helicopter,N2072M,BELL HELICOPTER TEXTRON,206L-1,FALSE,1,Turbo Shaft,Instructional,VMC,Substantial
4/20/2013,United States,35.133611,-106.79,AEG,Airplane,N6955E,CESSNA,175A,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/14/2013,United States,31.309167,-94.668889,LFK,Airplane,N86FB,JANS ROBERT,FALCON XP,TRUE,1,Reciprocating,Personal,VMC,Destroyed
4/13/2013,United States,38.225556,-80.870556,SXL,Airplane,N6136F,CESSNA,172N,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/12/2013,United States,34.015833,-118.451111,SMO,Airplane,N153NL,BEECH,95-C55,FALSE,2,Reciprocating,Personal,VMC,Substantial
4/2/2013,United States,45.9325,-114.120556,NONE,Helicopter,N369HW,MD HELICOPTER,369A,FALSE,1,Turbo Shaft,Personal,VMC,Substantial
3/30/2013,United States,33.539444,-116.155556,TRM,Airplane,N14080,WACO,YMF-3,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/30/2013,United States,29.074723,-81.041111,7FL6,Airplane,N35252,PIPER,J3L-65,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/29/2013,United States,45.885277,-95.430278,KAXN,Airplane,N1967N,CIRRUS,SR22T,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/29/2013,United States,46.812778,-96.285277,JKJ,Airplane,N5367B,CESSNA,152,FALSE,1,Reciprocating,Personal,IMC,Substantial
3/28/2013,United States,40.218056,-111.720556,PVU,Airplane,N986CT,DIAMOND,DA 20-C1,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/23/2013,United States,48.752778,-122.475,BLI,Airplane,N7177X,CESSNA,150,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/16/2013,United States,36.536666,-86.921111,M91,Airplane,N3545H,MOONEY,M20J,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/16/2013,United States,29.725834,-94.988333,T41,Airplane,N6389S,CESSNA,150G,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/15/2013,United States,26.191666,-80.156111,FXE,Airplane,N63CA,PIPER,PA-31T,FALSE,2,Turbo Prop,Flight Test,VMC,Destroyed
3/15/2013,United States,35.516667,-82.716667,8NC9,Airplane,N61756,CESSNA,172M,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/15/2013,United States,44.95,-94.066945,10D,Airplane,N6222M,PIPER,PA23-250,FALSE,2,Reciprocating,Business,VMC,Substantial
3/13/2013,United States,36.988611,-120.1125,KMAE,Airplane,N1544K,LUSCOMBE,8A,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/13/2013,United States,28.405833,-81.837777,6FL0,Airplane,N7329Z,PIPER,PA-25-235,FALSE,1,Reciprocating,Glider Tow,VMC,Substantial
3/13/2013,United States,30.219723,-96.374445,11R,Airplane,N665KC,NEW PIPER AIRCRAFT INC,PA-46-500TP,FALSE,1,Turbo Prop,Instructional,VMC,Substantial
3/12/2013,United States,38.998055,-119.7525,MEV,Airplane,N8533P,PIPER,PA-24-400,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/5/2013,United States,33.306944,-84.768611,CCO,Airplane,N87172,ENGINEERING & RESEARCH,ERCOUPE 415-C,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/1/2013,United States,39.921667,-105.135,KBJC,Airplane,N93AA,AERO COMMANDER,500B,FALSE,2,Reciprocating,Flight Test,VMC,Substantial
2/26/2013,United States,33.8,-112.25,P48,Airplane,N107BW,BLUMER,CHALLENGER II SPEC,TRUE,1,Reciprocating,Personal,VMC,Substantial
2/24/2013,United States,28.258611,-82.4025,X39,Airplane,N2895U,PIPER,PA-28RT-201,FALSE,1,Reciprocating,Personal,IMC,Destroyed
2/23/2013,United States,27.071389,-82.440277,VNC,Airplane,C-GNEW,PIPER,PA-46-310P,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/22/2013,United States,44.568334,-122.971389,88OR,Airplane,N1192K,LUSCOMBE,8A,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/21/2013,United States,39.830834,-86.294444,EYE,Airplane,N613TX,TTX Air LLC,Lancair,TRUE,1,Turbo Prop,Instructional,VMC,Minor
2/18/2013,United States,34.341389,-119.056944,SZP,Airplane,N50380,BELLANCA,7ECA,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/17/2013,United States,36.408056,-85.306111,8A3,Airplane,N43077,PIPER,PA-28-140,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/16/2013,United States,40.175556,-103.219723,KAKO,Airplane,N6199E,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Destroyed
2/15/2013,United States,31.488055,-85.009722,79GA,Airplane,N3095X,AYRES CORPORATION,S2R-T34,FALSE,1,Turbo Prop,Aerial Application,VMC,Substantial
2/13/2013,United States,47.305,-119.515278,EPH,Airplane,N2059L,BEECH,B19,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/13/2013,United States,29.046111,-80.956944,EVB,Airplane,N2576S,CESSNA,T337C,FALSE,2,Reciprocating,Personal,VMC,Destroyed
2/12/2013,United States,39.150556,-122.2175,UKI,Airplane,N123ST,ST CLAIR,LANCAIR 360,TRUE,1,Reciprocating,Personal,VMC,Destroyed
1/9/2014,United States,30.074445,-94.218611,BMT,Helicopter,N994HV,ROBINSON HELICOPTER,R22 BETA,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/12/2014,United States,38.646666,-121.296944,MHR,Airplane,N6888,HALLENDORF TOM,RV 6,TRUE,1,Reciprocating,Personal,VMC,Substantial
1/4/2014,United States,32.409444,-111.218334,KAVQ,Airplane,N76463,CESSNA,140,FALSE,1,Reciprocating,Personal,VMC,Substantial
