event_date,country,latitude,longitude,airport_code,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,weather_condition,aircraft_damage
11/15/2008,United States,41.7325,-87.999166,LL22,Airplane,N759HF,CESSNA,182,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/14/2008,United States,48.053611,-122.810556,0S9,Airplane,N411B,BEECH,K35,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/14/2008,United States,26.116945,-81.701944,FA37,Airplane,N1191W,AMERICAN GENERAL ACFT CORP,AG5B,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/14/2008,United States,39.369723,-97.219167,H19,Airplane,N5432Z,PIPER,PA-22-108,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/13/2008,United States,34.876111,-111.689444,SEZ,Airplane,N3929W,PIPER,PA-32-260,FALSE,1,Reciprocating,Personal,VMC,Destroyed
11/11/2008,United States,33.9425,-118.406944,KLAX,Airplane,N320QS,CESSNA,680,FALSE,2,Turbo Fan,Positioning,VMC,Substantial
11/11/2008,United States,34.669445,-94.318056,MEZ,Airplane,N2526V,CESSNA,177RG,FALSE,1,Reciprocating,Business,IMC,Substantial
11/8/2008,United States,60.966111,-149.125834,AQY,Airplane,N9099H,CESSNA,172M,FALSE,1,Reciprocating,Instructional,VMC,Substantial
11/4/2008,United States,39.99,-75.581667,OQN,Helicopter,N8286D,SUNDT DANIEL N,Rotorway Exec 162-F,TRUE,1,Reciprocating,Personal,VMC,Substantial
11/1/2008,United States,35.808611,-76.759167,PMZ,Airplane,N2139N,PIPER,PA-28-236,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/1/2008,United States,35.808611,-76.759167,PMZ,Airplane,N3568W,PIPER,PA-32-260,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/1/2008,United States,39.2675,-108.858611,C07,Airplane,N3119X,HARTTER LENNY J,BEARHAWK,TRUE,1,Reciprocating,Personal,VMC,Substantial
10/29/2008,United States,33.460833,-111.728334,FFZ,Airplane,N421PC,CESSNA,421C,FALSE,2,Reciprocating,Business,VMC,Substantial
10/29/2008,United States,36.543611,-103.459167,CAO,Airplane,N175JG,CESSNA,175,FALSE,1,Reciprocating,Personal,VMC,Destroyed
10/28/2008,United States,45.308056,-122.318611,5S9,Airplane,N2570X,CESSNA,P206,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/26/2008,United States,34.126111,-117.416389,L67,Airplane,N44848,NAVAL AIRCRAFT FACTORY,N3N-3,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/24/2008,United States,32.718889,-98.891111,BKD,Airplane,N20530,Rans,S-12XL,TRUE,1,Reciprocating,Personal,VMC,Destroyed
10/24/2008,United States,38.289722,-94.340277,KBUM,Airplane,N5773C,CESSNA,170A,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/20/2008,United States,33.401389,-118.421945,AVX,Airplane,N201EN,MOONEY,M20J,FALSE,1,Reciprocating,Personal,VMC,Destroyed
10/19/2008,United States,33.420278,-112.686111,KBXK,Airplane,N4807F,CESSNA,TU206A,FALSE,1,Reciprocating,Skydiving,VMC,Substantial
10/16/2008,United States,38.762778,-119.793055,M45,Airplane,N9581C,PIPER,PA-28R-201T,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/7/2008,United States,41.384166,-72.505833,SNC,Airplane,N889LD,CIRRUS DESIGN CORP,SR20,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/5/2008,United States,27.996389,-82.018334,LAL,Airplane,N101CD,CIRRUS DESIGN CORP,SR22,FALSE,1,Reciprocating,Personal,VMC,Minor
10/4/2008,United States,32.571111,-111.726111,None,Airplane,N6013X,BEECH,76,FALSE,2,Reciprocating,Personal,VMC,Substantial
10/3/2008,United States,35.118334,-89.367778,4TN3,Airplane,N18555,BEECH,F17D,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/1/2008,United States,47.847222,-90.624723,CKN,Airplane,N251ND,PIPER,PA-28-161,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/29/2008,United States,35.661389,-106.088055,SAF,Airplane,N606SL,Pilatus,PC-12/47E,FALSE,1,Turbo Prop,Personal,VMC,Destroyed
9/28/2008,United States,38.7025,-84.388611,K62,Airplane,N4477U,CESSNA,150,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/20/2008,United States,41.445555,-72.455556,42B,Airplane,N350RB,Berrie,Kolb Mark III,TRUE,1,Reciprocating,Personal,VMC,Substantial
9/19/2008,United States,41.028334,-81.798611,15G,Airplane,N739BX,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/18/2008,United States,34.174445,-83.561111,19A,Airplane,N7195Y,PIPER,PA-30,FALSE,2,Reciprocating,Personal,VMC,Substantial
9/18/2008,United States,42.620278,-89.041389,PPO,Airplane,N107JF,INDUS AVIATION INC,T-211 THORPEDO,FALSE,1,Reciprocating,Positioning,VMC,Minor
9/17/2008,United States,41.695833,-88.129167,1C5,Airplane,N5651Q,Mooney,M20C,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/16/2008,United States,31.158056,-81.388611,SSI,Airplane,N4172P,CESSNA,172R,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/11/2008,United States,38.976389,-76.329723,W29,Airplane,N644DC,Diamond Aircraft Industry Inc,DA 20-C1,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/11/2008,United States,41.287777,-74.287222,N72,Airplane,N17142,CESSNA,177,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/11/2008,United States,27.91,-82.6875,PIE,Airplane,N4757V,BELLANCA,17-30,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/6/2008,United States,36.055833,-85.530834,SRB,Airplane,N9792E,BELLANCA,17-30A,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/5/2007,United States,35.077778,-106.167223,1N1,Airplane,N41734,Jones,Challenger II,TRUE,1,Reciprocating,Personal,VMC,Substantial
9/4/2007,United States,43.234166,-77.118889,KSDC,Airplane,N444CF,Piper,PA28-161,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/2/2007,United States,41.1125,-98.051667,07K,Airplane,N62063,Maule,M5-210C,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/1/2007,United States,40.395833,-78.453889,7G4,Airplane,NONE,Ebersole,Hummel Ultra Cruiser,TRUE,1,Reciprocating,Personal,VMC,Substantial
9/1/2007,United States,27.262778,-80.849722,KOBE,Airplane,N444LT,Anthony J. Bencivenga,Aventura II,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/31/2007,United States,41.803333,-107.193055,RWL,Airplane,N3914Z,Piper,PA-18-150,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/27/2007,United States,26.246944,-80.110833,KPMP,Airplane,N61265,Beech,BE-76,FALSE,2,Reciprocating,Instructional,VMC,Substantial
8/24/2007,United States,38.289166,-104.496389,PUB,Airplane,N996P,Nunn,KR2,TRUE,1,Reciprocating,Flight Test,VMC,Minor
8/20/2007,United States,33.489444,-101.650833,LBB,Helicopter,N911R,Eurocopter Deutschland,BK117,FALSE,2,Turbo Shaft,Instructional,VMC,Substantial
8/20/2007,United States,39.528889,-104.657778,1CO8,Airplane,N6193,EAA Biplane,P,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/16/2007,United States,40.466667,-11.416667,36U,Airplane,N7947R,Beech,D55,FALSE,2,Reciprocating,Personal,VMC,Substantial
8/16/2007,United States,34.4,-96.15,F80,Airplane,N1682W,Interplane,Skyboy,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/15/2007,United States,38.917223,-78.252222,KFRR,Airplane,N6455R,Piper,PA28-140,FALSE,1,Reciprocating,Business,VMC,Substantial
4/27/2008,United States,39.758889,-85.465556,IMS,Airplane,N9111X,Cessna,182D,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/24/2008,United States,37.587222,-109.485277,KBDG,Airplane,N180XP,CESSNA,180,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/23/2008,United States,32.914722,-85.962778,KALX,Airplane,N1682G,Champion,7KCAB,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/23/2008,United States,33.448055,-111.737222,FFZ,Airplane,N25CL,Carlton M. Cadwell,Lancair IV-P,TRUE,1,Reciprocating,Business,VMC,Destroyed
4/23/2008,United States,61.2,-149.833333,MRI,Airplane,N1452H,Aeronca,15AC,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/21/2008,United States,57.75,-152.493889,PADQ,Airplane,N3043E,CESSNA,180,FALSE,1,Reciprocating,Business,VMC,Substantial
4/20/2008,United States,29.179723,-81.058056,KDAB,Airplane,N375LP,Cessna,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
4/19/2008,United States,33.128056,-117.28,CRQ,Airplane,N54PV,CESSNA,510,FALSE,2,Turbo Fan,Personal,VMC,Substantial
4/18/2008,United States,43.116667,-76.141389,6B9,Airplane,N14037,AeroFab,Lake LA-250,FALSE,1,Reciprocating,Instructional,VMC,Substantial
4/16/2008,United States,35.645833,-80.520278,RUQ,Airplane,N52415,Cessna,182P,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/22/2013,United States,36.124445,-90.925,ARG,Airplane,N8402K,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM AM G-164B,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
8/21/2013,United States,40.030556,-86.251389,KTYQ,Airplane,N45EF,CESSNA,172S,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/20/2013,United States,45.040277,-69.868889,ME08,Airplane,N243RG,BEECH,C23,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/17/2013,United States,40.120278,-76.29,LNS,Airplane,N46336,INTERSTATE,S-1B1,FALSE,1,Reciprocating,Air Race/Show,VMC,Substantial
8/16/2013,United States,35.108611,-80.623056,28A,Airplane,N6919B,PIPER,PA-22-150,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/14/2013,United States,45.241389,-122.768611,UAO,Airplane,N6939K,PIPER,PA-20,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/13/2013,United States,39.701111,-121.673334,CIC,Airplane,N9607S,CHAMPION,7GCAA,FALSE,1,Reciprocating,Aerial Observation,VMC,Destroyed
8/13/2013,United States,40.795555,-89.613333,3MY,Airplane,N3858P,BEECH,58P,FALSE,2,Reciprocating,Personal,VMC,Substantial
8/10/2013,United States,34.663333,-112.423611,PRC,Airplane,N544ER,CESSNA,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/10/2013,United States,31.085833,-97.686389,KILE,Airplane,N27BD,DOUGLAS BRIAN G,BA-100,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/8/2013,United States,63.324445,-142.952222,PFTO,Helicopter,N70NW,BELL,UH-1B,FALSE,1,Turbo Shaft,External Load,VMC,Substantial
8/6/2013,United States,42.568611,-72.286389,ORE,Airplane,N94454,STETSON NORMAN B,CHALLENGER II,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/5/2013,United States,46.303333,-119.3025,RLD,Helicopter,N234RV,VERSTEEG,HELICYCLE,TRUE,1,Turbo Prop,Personal,VMC,Substantial
8/5/2013,United States,44.826667,-93.4475,FCM,Airplane,N327FL,EMBRAER S A,EMB-505,FALSE,2,Turbo Fan,Positioning,VMC,Substantial
8/4/2013,United States,48.256944,-122.436111,13W,Airplane,N58437,CESSNA,182P,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/4/2013,United States,40.619445,-111.992777,U42,Airplane,N211AM,AVIAT AIRCRAFT INC,A-1B,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/3/2013,United States,38.660556,-90.681667,SUS,Airplane,N225CD,CIRRUS DESIGN CORP,SR22,FALSE,1,Reciprocating,Personal,IMC,Destroyed
8/2/2013,United States,38.254444,-122.450556,0Q9,Airplane,N4738E,CHAMPION,7EC,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/1/2013,United States,44.521667,-111.1175,KWYS,Airplane,N926BW,BELLANCA,7GCBC,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/1/2013,United States,44.258056,-88.518889,KATW,Airplane,N234X,STEARMAN,A75,FALSE,1,Reciprocating,Air Race/Show,VMC,Substantial
7/31/2013,United States,32.636389,-110.647222,E77,Airplane,N70AC,STRIBLING,RV4,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/26/2013,United States,35.260556,-97.018889,OUN,Airplane,N820HP,CESSNA,182S,FALSE,1,Reciprocating,Public Aircraft - State,VMC,Substantial
7/25/2013,United States,42.909722,-112.595833,KPIH,Airplane,N31YH,CESSNA,A185F,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/22/2013,United States,29.053333,-80.942777,EVB,Airplane,N121CW,CESSNA,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/21/2013,United States,37.850833,-81.902778,6L4,Airplane,N269KF,MILLHOUSE D SCOTT,KITFOX II,TRUE,1,Reciprocating,Instructional,VMC,Substantial
7/20/2013,United States,37.886389,-76.879445,XSA,Airplane,N223SS,CIRRUS DESIGN CORP,SR22,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/16/2013,United States,35.159722,-87.066945,GZS,Airplane,N788T,THOMPSON BRUCE D,SONERAI II,TRUE,1,Reciprocating,Personal,VMC,Destroyed
7/15/2013,United States,34.084722,-117.156111,REI,Airplane,N625SP,CESSNA,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/13/2013,United States,35.658611,-117.829445,IYK,Helicopter,N123HP,BELL HELICOPTER TEXTRON,206L-1,FALSE,1,Turbo Shaft,Executive/Corporate,VMC,Substantial
7/12/2013,United States,47.906944,-122.281389,PAE,Airplane,N6101H,STEARMAN AIRCRAFT,C3-B,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/12/2013,United States,62.318889,-150.116111,AK44,Airplane,N1374H,AERONCA,15AC,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/11/2013,United States,26.1775,-97.973056,T65,Airplane,N5003S,PIPER,PA-28R-200,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/5/2013,United States,36.074723,-115.151389,LAS,Airplane,XBRSC,ROCKWELL,NA-265-65,FALSE,2,Turbo Fan,Personal,VMC,Substantial
7/5/2013,United States,32.955278,-111.766111,CGZ,Airplane,N436PA,PIPER,PA-44-180,FALSE,2,Reciprocating,Instructional,VMC,Substantial
7/3/2013,United States,37.1375,-113.303611,1L8,Airplane,N220CP,BOSON,RV-4,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/2/2013,United States,44.066945,-115.931111,U88,Airplane,N39796,DORMAN,BAKENG,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/1/2013,United States,46.248333,-113.860833,6S5,Helicopter,N989WC,S.N.I.A.S.,AS-350B ECUREUIL,FALSE,1,Turbo Shaft,Personal,VMC,Substantial
6/30/2013,United States,38.434444,-75.040555,OXB,Airplane,N116RL,NANCHANG CHINA,CJ-6A,FALSE,1,Reciprocating,Personal,VMC,Destroyed
6/30/2013,United States,34.458611,-93.132223,HOT,Airplane,N3KT,BEECH,C23,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/29/2013,United States,34.188055,-119.226945,OXR,Airplane,N130LD,AYERS,LESS DRAG SPECIAL,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/28/2013,United States,44.911667,-115.485277,3U2,Airplane,N2108T,PIPER,PA-28R-200,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/28/2013,United States,44.911667,-115.485277,3U2,Airplane,N1540P,PIPER,PA-22-135,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/28/2013,United States,35.116945,-90.487222,NONE,Airplane,N455JM,AYRES CORPORATION,S2R-T34,FALSE,1,Turbo Prop,Aerial Application,VMC,Substantial
6/26/2013,United States,31.921389,-102.387222,ODO,Airplane,N322FS,Diamond Aicraft Industries Inc,DA 20-C1,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/24/2013,United States,35.250556,-120.665833,SBP,Airplane,N337LJ,CESSNA,P337H,FALSE,2,Reciprocating,Personal,VMC,Destroyed
6/21/2013,United States,45.249166,-115.126667,I99D,Airplane,N26HV,AVIAT AIRCRAFT INC,A-1A,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/20/2013,United States,42.148055,-79.251389,JHW,Airplane,N500AG,IAI,GULFSTREAM200,FALSE,2,Turbo Fan,Instructional,VMC,Minor
6/20/2013,United States,39.904167,-84.218334,KDAY,Airplane,N7017Y,PIPER,PA-30,FALSE,2,Reciprocating,Personal,VMC,Substantial
6/19/2013,United States,34.556944,-83.708056,0GE5,Airplane,N2552V,CESSNA,170,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/19/2013,United States,59.071667,-158.039444,PADL,Airplane,N620Y,CUB CRAFTERS INC,CC11-100,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/18/2013,United States,37.151389,-107.753611,DRO,Airplane,N7444J,PIPER,PA-28R-180,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/17/2013,United States,38.893889,-119.995277,TVL,Airplane,N91GB,GARY W BETTIS,HARMON ROCKET II,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/16/2013,United States,36.7725,-119.717778,FAT,Airplane,N94086,CESSNA,T210L,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/15/2013,United States,40.296389,-78.32,AOO,Airplane,N954CH,HAGERTY,RV-7A,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/12/2013,United States,32.311111,-89.134722,M23,Airplane,N7045G,CESSNA,172K,FALSE,1,Reciprocating,Instructional,VMC,Substantial
4/5/2000,United States,1.483333,-75.533333,MAI,Airplane,N86BE,LEARJET,35A,FALSE,2,Turbo Fan,Instructional,VMC,Destroyed
9/1/2014,United States,32.289444,-106.921945,LRU,Airplane,N613LE,BORING ROBERT BURTON,RV6A,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/12/2007,United States,45.295555,-122.955278,2S6,Airplane,N8058J,Quicksilver Manufacturing,GT-500,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/12/2007,United States,41.506111,-74.258889,MGJ,Airplane,N223FS,Falcon Safety Craft Inc,Falcon XP,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/10/2007,United States,45.559722,-93.608056,PNM,Airplane,N2311C,Cessna,180,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/5/2007,United States,41.349444,-71.803333,WST,Airplane,N65HM,Aeronca,7AC,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/4/2007,United States,45.133056,-115.321945,U60,Airplane,N9356K,Piper,PA-34-200T,FALSE,2,Reciprocating,Personal,VMC,Substantial
8/3/2007,United States,32.329723,-96.663889,F41,Airplane,N76VR,Mellema,Bede 4,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/1/2007,United States,46.721945,-92.043333,DYT,Airplane,N5016E,Cessna,180A,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/29/2007,United States,27.953056,-80.559722,KX59,Airplane,N87026,Engineering & Research,Ercoupe 415-C,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/28/2007,United States,34.085277,-117.145555,L12,Airplane,N8973A,Beech,C35,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/27/2007,United States,41.627778,-74.133611,N45,Airplane,N435A,Beech,65-A90,FALSE,2,Turbo Prop,Business,VMC,Substantial
7/26/2007,United States,39.125834,-108.533334,GJT,Airplane,N1049V,Cessna,182T,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/24/2007,United States,44.898611,-116.105,MYL,Airplane,N176AZ,Artic Aircraft Corp.,S-1B2,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/24/2007,United States,38.538055,-106.048611,ANK,Airplane,N28TH,Horton,Aviat ChristEagle II,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/24/2007,United States,38.123056,-90.2375,H49,Airplane,N2498,Marcellus,Starduster SA-300,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/20/2007,United States,42.833333,-102.99,CDR,Airplane,N714Q,Bush Caddy USA,LSA,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/19/2007,United States,39.230556,-94.804167,06MO,Airplane,N5571G,Cessna,150J,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/18/2007,United States,26.785,-80.693333,KPHK,Airplane,N907JW,Cessna,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/12/2007,United States,31.299722,-85.899722,EDN,Airplane,N4043P,PIPER,PA-23-160,FALSE,2,Reciprocating,Instructional,VMC,Substantial
7/12/2007,United States,26.423334,-81.400556,IMM,Helicopter,N61447,Schweizer,269C-1,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/3/2007,United States,40.451944,-105.011389,FNL,Airplane,N5129C,Cessna,T210N,FALSE,1,Reciprocating,Business,VMC,Substantial
7/1/2007,United States,34.426111,-119.840277,SBA,Airplane,N214GZ,Cessna,172S,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/29/2007,United States,35.972778,-115.134444,HND,Airplane,N4KE,Piper,PA 28R-180,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/25/2007,United States,32.115833,-110.940833,TUS,Helicopter,N980SM,Robinson,R22,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/24/2007,United States,30.336389,-81.514444,CRG,Airplane,N567DD,Cessna,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/21/2007,United States,40.010278,-105.048055,EIK,Helicopter,N15XH,Eagle RND,Helicycle,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/19/2007,United States,39.509722,-119.768889,KRNO,Airplane,N32035,Waco,UPF-7,FALSE,1,Reciprocating,Other Work Use,VMC,Substantial
6/19/2007,United States,42.307222,-85.251389,BTL,Airplane,N4358V,Cessna,195,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/14/2007,United States,43.503611,-14.290555,KSUN,Airplane,N33AG,Cessna,210M,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/13/2007,United States,40.469445,-75.082223,56PA,Airplane,N3023U,Piper,PA-28RT-201,FALSE,1,Reciprocating,Personal,IMC,Substantial
6/12/2007,United States,43.512222,-114.303611,KSUN,Airplane,N4018Z,Piper,PA-18-150,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/11/2007,United States,28.000278,-82.164167,PCM,Helicopter,N7185K,Robinson,R-22B,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/30/2016,United States,43.5375,-84.074445,MBS,Airplane,N1441D,CESSNA,170,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/3/2014,United States,42.218611,-92.025834,VTI,Airplane,N229HP,DAVIS BENNY,CHRISTEN EAGLE II,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/28/2012,United States,35.952222,-112.146944,GCN,Airplane,N8100B,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/27/2012,United States,31.035555,-82.750833,HOE,Airplane,N1572S,BEECH,95-A55,FALSE,2,Reciprocating,Personal,VMC,Substantial
7/25/2012,United States,41.771945,-88.475556,ARR,Airplane,N471BB,RAYTHEON AIRCRAFT COMPANY,B36TC,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/25/2012,United States,35.081111,-92.424445,CWS,Airplane,N930SA,FLIGHT DESIGN GMBH,CTLS,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/3/2014,United States,37.303056,-108.628056,CEZ,Airplane,N747TH,PIPER,PA-46-350P,FALSE,1,Turbo Prop,Instructional,VMC,Substantial
7/25/2012,United States,35.511667,-92.012778,HBZ,Airplane,N9145L,MOONEY,M20M,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/10/2013,United States,38.158056,-90.4025,FES,Airplane,N211BY,YOUNGS WILLIAM D,T211,TRUE,1,Reciprocating,Personal,VMC,Substantial
6/7/2013,United States,42.579167,-121.878889,2S7,Airplane,N732BS,CESSNA,T210L,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/7/2013,United States,30.576389,-91.136944,BTR,Airplane,N510LD,HAWKER BEECHCRAFT,B200GT,FALSE,2,Turbo Prop,Personal,VMC,Destroyed
6/4/2013,United States,48.474723,-122.424723,BVS,Airplane,N5808U,PIPER,PA-28-140,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/31/2013,United States,33.864722,-112.201389,KDVT,Airplane,N2459K,CESSNA,172S,FALSE,1,Reciprocating,Instructional,VMC,Destroyed
5/31/2013,United States,40.621667,-74.252778,LDJ,Airplane,N176MA,DIAMOND AIRCRAFT IND INC,DA 20-C1,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/31/2013,United States,26.001944,-80.401111,HWO,Airplane,N169AB,PIPER,PA-25-260,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/25/2012,United States,32.741111,-97.676111,KWEA,Airplane,N4454U,Nelson Miles,Sky Star Kitfox,TRUE,1,Reciprocating,Personal,VMC,Substantial
5/31/2013,United States,45.647777,-68.685555,MLT,Airplane,N9816G,CESSNA,172L,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/28/2013,United States,36.899166,-111.457222,KPGA,Airplane,N969BD,PIPER,PA-31-350,FALSE,2,Reciprocating,Personal,VMC,Substantial
5/28/2013,United States,60.6875,-161.973611,PANA,Airplane,N3617T,TAYLORCRAFT AVIATION CORP,F19,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/23/2013,United States,38.751111,-90.371389,KSUS,Helicopter,N297CA,BELL,206B,FALSE,1,Turbo Shaft,Instructional,VMC,Substantial
5/22/2013,United States,39.570278,-104.849444,KAPA,Airplane,N571MA,DIAMOND AIRCRAFT IND INC,DA 20-C1,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/23/2012,United States,40.760833,-115.687222,EKO,Airplane,N535SA,AERO COMMANDER,500 S,FALSE,2,Reciprocating,Public Aircraft - Federal,VMC,Substantial
5/13/2013,United States,45.190277,-123.151389,MMV,Airplane,N22MS,GATES LEARJET CORP.,35A,FALSE,2,Turbo Fan,Positioning,VMC,Substantial
5/13/2013,United States,41.691111,-93.566389,IKV,Airplane,N947SP,CESSNA,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/10/2013,United States,45.879445,-104.309444,KECS,Airplane,N7610F,CESSNA,172N,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/9/2013,United States,39.422778,-121.763611,Priv,Airplane,N8214S,SCHWEIZER AIRCRAFT CORP,G-164B,FALSE,1,Turbo Prop,Positioning,VMC,Minor
5/6/2013,United States,34.73,-112.035,P52,Airplane,N47717,PIPER,PA-28,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/22/2012,United States,46.718056,-68.053611,KPQI,Airplane,N5168E,CESSNA,A185F,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/4/2013,United States,43.1275,-77.046389,NONE,Airplane,N2143R,CESSNA,182G,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/2/2013,United States,38.762778,-108.099166,AJZ,Airplane,N2012Y,CESSNA,182T,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/1/2013,United States,38.921945,-95.190833,Pvt,Airplane,N125KP,MASON ROBERT,KOLB MARK 3X,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/1/2013,United States,41.381945,-80.712222,8OH5,Airplane,N81610,ALEXANDER DUANE A,RV-8,TRUE,1,Reciprocating,Personal,VMC,Substantial
4/26/2013,United States,41.505556,-74.098333,SWF,Airplane,N5314C,CESSNA,140A,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/21/2012,United States,46.924723,-122.552778,06WN,Airplane,N8574Y,PIPER,PA-30,FALSE,2,Reciprocating,Personal,VMC,Substantial
4/23/2013,United States,64.107222,-147.974167,PVT,Airplane,N756DJ,CESSNA,U206G,FALSE,1,Reciprocating,Personal,VMC,Substantial
